site,site_name,plot,year,survey_round,survey_date,treat_cont,start,point,minute,species,distance,how,sex,visual,migrating,cluster_size,cluster_code
4b,wt_cont,4b6,2014,3,6/30/2014,c,,6,1,yrwa,22,s,,,,,
4b,wt_cont,4b6,2014,3,6/30/2014,c,,6,1,heth,81,s,,,,,
4b,wt_cont,4b6,2014,3,6/30/2014,c,,6,2,moch,35,c,,,,,
4b,wt_cont,4b6,2014,3,6/30/2014,c,,6,2,stja,72,c,,,,,
4b,wt_cont,4b6,2014,3,6/30/2014,c,,6,3,attw,36,d,,,,,
4b,wt_cont,4b6,2014,3,6/30/2014,c,,6,3,brcr,17,c,,,,,
4b,wt_cont,4b6,2014,3,6/30/2014,c,,6,3,evgr,41,c,,,,,
4b,wt_cont,4b6,2014,3,6/30/2014,c,,6,3,weta,40,s,,,,,
4b,wt_cont,4b6,2014,3,6/30/2014,c,,6,4,nobi,NA,NA,,,,,
4b,wt_cont,4b6,2014,3,6/30/2014,c,,6,5,nobi,NA,NA,,,,,
4b,wt_cont,4b6,2014,3,6/30/2014,c,,6,6,pisi,17,c,,,,,
4b,wt_cont,4b6,2014,3,6/30/2014,c,,6,6,pisi,36,c,,,,,
4b,wt_cont,4b6,2014,3,6/30/2014,c,,6,6,chsp,51,s,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,0750,7,1,resq,28,c,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,,7,1,yrwa,40,s,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,,7,1,amro,47,s,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,,7,1,lisp,30,s,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,,7,1,rcki,39,s,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,,7,1,chsp,55,s,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,,7,1,rcki,68,s,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,,7,2,moch,83,c,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,,7,2,cofl,90,s,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,,7,2,unwo,31,o,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,,7,3,pisi,40,c,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,,7,4,nobi,NA,NA,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,,7,5,deju,44,s,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,,7,5,moch,38,c,,,,,
4b,wt_cont,4b7,2014,3,6/30/2014,c,,7,6,lisp,21,s,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,0810,8,1,heth,37,s,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,1,pisi,30,c,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,1,rbnu,64,s,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,1,resq,40,c,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,1,rcki,31,s,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,1,resq,22,c,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,1,heth,62,s,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,2,resq,53,c,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,2,heth,75,s,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,2,pisi,36,s,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,3,yrwa,86,s,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,3,lisp,52,s,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,4,yrwa,43,s,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,5,chsp,46,s,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,5,resq,79,c,,,,,
4b,wt_cont,4b8,2014,3,6/30/2014,c,,8,6,nobi,NA,NA,,,,,
4b,wt_cont,4b9,2014,3,6/30/2014,c,0828,9,1,moch,20,c,,,,,
4b,wt_cont,4b9,2014,3,6/30/2014,c,,9,1,moch,39,s,,,,,
4b,wt_cont,4b9,2014,3,6/30/2014,c,,9,1,weta,44,,,,,,
4b,wt_cont,4b9,2014,3,6/30/2014,c,,9,1,rcki,31,s,,,,,
4b,wt_cont,4b9,2014,3,6/30/2014,c,,9,1,yrwa,22,s,,,,,
4b,wt_cont,4b9,2014,3,6/30/2014,c,,9,2,nobi,NA,NA,,,,,
4b,wt_cont,4b9,2014,3,6/30/2014,c,,9,3,resq,26,v,,y,,,
4b,wt_cont,4b9,2014,3,6/30/2014,c,,9,4,resq,21,c,,,,,
4b,wt_cont,4b9,2014,3,6/30/2014,c,,9,4,yrwa,25,s,,,,,
4b,wt_cont,4b9,2014,3,6/30/2014,c,,9,5,deju,12,o,,y,,2,
4b,wt_cont,4b9,2014,3,6/30/2014,c,,9,5,pisi,62,v,,y,,,
4b,wt_cont,4b9,2014,3,6/30/2014,c,,9,6,nobi,NA,NA,,,,,
5a,sm_treat,5a1,2014,1,No date on sheet,t,0622,1,1,yrwa,22,s,,n,,,
5a,sm_treat,5a1,2014,1,,t,,1,1,rcki,38,s,,,,,
5a,sm_treat,5a1,2014,1,,t,,1,1,deju,NA,s,,,,,
5a,sm_treat,5a1,2014,1,,t,,1,2,deju,12,cf,,,,,
5a,sm_treat,5a1,2014,1,,t,,1,2,deju,18,s,,,,,
5a,sm_treat,5a1,2014,1,,t,,1,3,pisi,25,f,,,,,
5a,sm_treat,5a1,2014,1,,t,,1,3,pisi,36,s,,,,,
5a,sm_treat,5a1,2014,1,,t,,1,3,pisi,38,s,,,,,
5a,sm_treat,5a1,2014,1,,t,,1,4,resq,24,cf,,,,,
5a,sm_treat,5a1,2014,1,,t,,1,4,yrwa,36,s,,,,,
5a,sm_treat,5a1,2014,1,,t,,1,4,rcki,48,s,,,,,
5a,sm_treat,5a1,2014,1,,t,,1,5,yrwa,26,NA,,,,,
5a,sm_treat,5a1,2014,1,,t,,1,6,wavi,24,NA,,,,,
5a,sm_treat,5a1,2014,1,,t,,1,6,rcki,56,NA,,,,,
5a,sm_treat,5a1,2014,1,,t,,1,6,resq,27,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,0653,2,1,heth,50,s,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,1,rcki,26,s,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,1,yrwa,18,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,1,wewp,28,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,1,yrwa,20,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,1,deju,36,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,1,pisi,19,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,1,heth,46,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,2,amro,21,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,2,wewp,32,s,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,2,deju,5,cf,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,2,heth,40,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,3,weta,26,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,3,deju,10,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,3,deju,101,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,4,lisp,26,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,4,resq,22,c,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,5,rcki,34,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,5,resq,31,NA,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,5,pisi,46,s,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,6,wavi,38,s,,,,,
5a,sm_treat,5a2,2014,1,,t,,2,6,pisi,32,NA,,,,,
5a,sm_treat,5a3,2014,1,,t,0713,3,1,unwo,36,dc,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,1,deju,17,s,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,1,rnsa,36,dc,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,1,deju,15,s,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,1,yrwa,27,s,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,1,yrwa,36,s,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,1,yrwa,24,s,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,2,pisi,42,s,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,2,graj,33,c,,y,,,
5a,sm_treat,5a3,2014,1,,t,,3,2,graj,33,c,,y,,,
5a,sm_treat,5a3,2014,1,,t,,3,2,heth,44,s,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,3,unwo,15,c,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,3,deju,10,c,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,4,heth,70,s,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,4,deju,5,s,,y,,,
5a,sm_treat,5a3,2014,1,,t,,3,4,pisi,18,s,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,4,resq,20,c,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,4,lisp,19,s,,,,,
5a,sm_treat,5a3,2014,1,,t,,3,5,deju,2,c,,y,,,
5a,sm_treat,5a3,2014,1,,t,,3,6,pisi,10,s,,,,,
5a,sm_treat,5a4,2014,1,,t,0738,4,1,pisi,34,NA,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,1,lisp,23,NA,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,1,deju,30,NA,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,1,chsp,22,s,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,1,weta,18,s,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,2,rcki,45,NA,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,2,chsp,31,NA,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,2,pisi,45,NA,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,3,rcki,31,NA,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,3,wewp,42,NA,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,4,yrwa,31,NA,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,4,chsp,18,s,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,4,weta,43,s,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,5,amro,37,s,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,5,rcki,26,s,,,,,
5a,sm_treat,5a4,2014,1,,t,,4,6,rcki,68,s,,,,,
5a,sm_treat,5a5,2014,1,,t,0807,5,1,deju,10,s,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,1,yrwa,24,s,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,1,deju,5,s,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,1,yrwa,6,c,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,1,unwo,15,c,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,1,brcr,9,s,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,2,deju,24,s,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,2,pisi,27,s,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,2,deju,35,c,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,2,pisi,31,c,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,2,rcki,47,s,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,3,brcr,11,s,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,3,yrwa,18,s,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,3,resq,37,NA,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,4,nobi,NA,NA,,,,,
5a,sm_treat,5a5,2014,1,,t,,5,5,yrwa,5,c,,y,,,
5a,sm_treat,5a5,2014,1,,t,,5,5,yrwa,7,c,,y,,,
5a,sm_treat,5a5,2014,1,,t,,5,6,nobi,NA,NA,,,,,
5a,sm_treat,5a,2014,1,,t,,,88,rbnu,8,s,,y,,,
5a,sm_treat,5a,2014,1,,t,,,88,moch,10,s,,,,,
5a,sm_treat,5a6,2014,1,,t,0834,6,1,deju,21,s,,,,,
5a,sm_treat,5a6,2014,1,,t,,6,1,yrwa,28,s,,,,,
5a,sm_treat,5a6,2014,1,,t,,6,1,unwo,40,dc,,,,,
5a,sm_treat,5a6,2014,1,,t,,6,1,pisi,32,s,,,,,
5a,sm_treat,5a6,2014,1,,t,,6,2,yrwa,21,s,,,,,
5a,sm_treat,5a6,2014,1,,t,,6,2,pisi,24,cf,,,,,
5a,sm_treat,5a6,2014,1,,t,,6,2,rcki,73,s,,,,,
5a,sm_treat,5a6,2014,1,,t,,6,3,moch,4,s,,y,,,
5a,sm_treat,5a6,2014,1,,t,,6,3,deju,18,s,,,,,
5a,sm_treat,5a6,2014,1,,t,,6,4,deju,14,c,,,,,
5a,sm_treat,5a6,2014,1,,t,,6,5,rcki,32,s,,,,,
5a,sm_treat,5a6,2014,1,,t,,6,5,pisi,28,cf,,,,,
5a,sm_treat,5a6,2014,1,,t,,6,6,rcki,18,s,,,,,
5a,sm_treat,5a6,2014,1,,t,,6,6,deju,17,s,,,,,
5a,sm_treat,5a6,2014,1,,t,,6,6,deju,19,s,,,,,
5a,sm_treat,5a7,2014,1,,t,0856,7,1,yrwa,23,s,,,,,
5a,sm_treat,5a7,2014,1,,t,,7,1,rcki,49,s,,,,,
5a,sm_treat,5a7,2014,1,,t,,7,1,deju,37,s,,,,,
5a,sm_treat,5a7,2014,1,,t,,7,1,rcki,29,s,,,,,
5a,sm_treat,5a7,2014,1,,t,,7,2,deju,26,s,,,,,
5a,sm_treat,5a7,2014,1,,t,,7,2,yrwa,19,s,,,,,
5a,sm_treat,5a7,2014,1,,t,,7,2,nofl,32,c,,,,,
5a,sm_treat,5a7,2014,1,,t,,7,3,heth,75,s,,,,,
5a,sm_treat,5a7,2014,1,,t,,7,4,pisi,38,c,,,,,
5a,sm_treat,5a7,2014,1,,t,,7,4,yrwa,26,s,,,,,
5a,sm_treat,5a7,2014,1,,t,,7,4,yrwa,48,s,,,,,
5a,sm_treat,5a7,2014,1,,t,,7,5,pisi,37,c,,,,,
5a,sm_treat,5a7,2014,1,,t,,7,6,rcki,20,s,,,,,
5a,sm_treat,5a7,2014,1,,t,,7,6,yrwa,18,s,,,,,
5a,sm_treat,5a8,2014,1,,t,0920,8,1,graj,15,sc,,y,,,
5a,sm_treat,5a8,2014,1,,t,,8,1,pisi,28,c,,,,,
5a,sm_treat,5a8,2014,1,,t,,8,1,graj,18,c,,,,,
5a,sm_treat,5a8,2014,1,,t,,8,1,wavi,23,NA,,,,,
5a,sm_treat,5a8,2014,1,,t,,8,2,deju,19,NA,,,,,
5a,sm_treat,5a8,2014,1,,t,,8,2,resq,25,NA,,,,,
5a,sm_treat,5a8,2014,1,,t,,8,2,pisi,30,fc,,y,,,
5a,sm_treat,5a8,2014,1,,t,,8,2,pisi,30,fc,,y,,,
5a,sm_treat,5a8,2014,1,,t,,8,3,pigr,28,c,,,,,
5a,sm_treat,5a8,2014,1,,t,,8,3,pigr,34,c,,,,,
5a,sm_treat,5a8,2014,1,,t,,8,4,yrwa,18,c,,,,,
5a,sm_treat,5a8,2014,1,,t,,8,4,yrwa,25,s,,,,,
5a,sm_treat,5a8,2014,1,,t,,8,4,deju,15,sc,,,,,
5a,sm_treat,5a8,2014,1,,t,,8,5,yrwa,23,s,,,,,
5a,sm_treat,5a8,2014,1,,t,,8,5,yrwa,40,s,,,,,
5a,sm_treat,5a8,2014,1,,t,,8,5,yrwa,17,s,,,,,
5a,sm_treat,5a8,2014,1,,t,,8,5,yrwa,22,s,,,,,
5a,sm_treat,5a8,2014,1,,t,,8,6,rcki,27,s,,,,,
5a,sm_treat,5a9,2014,1,,t,0953,9,1,rcki,34,s,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,1,wavi,42,s,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,1,yrwa,22,s,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,2,pisi,30,s,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,2,rcki,44,s,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,2,yrwa,18,s,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,3,deju,32,c,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,4,moch,47,s,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,4,graj,28,s,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,4,rcki,40,s,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,4,pisi,39,c,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,5,nobi,NA,NA,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,6,pisi,26,s,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,6,pisi,46,s,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,6,rcki,19,c,,,,,
5a,sm_treat,5a9,2014,1,,t,,9,6,pisi,21,NA,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,0617,1,1,rcki,24,s,,n,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,1,wavi,39,s,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,1,yrwa,28,s,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,1,yrwa,33,s,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,1,wavi,62,s,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,1,heth,86,s,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,2,resq,25,c,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,2,lisp,40,s,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,3,pisi,31,c,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,3,resq,27,c,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,3,deju,52,s,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,3,wavi,54,s,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,4,deju,46,s,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,4,pisi,37,c,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,4,resq,32,c,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,5,weta,59,s,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,6,cofl,36,c,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,6,wavi,71,s,,,,,
5a,sm_treat,5a1,2014,2,6/22/2014,t,,1,6,weta,46,s,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,0631,2,1,pisi,47,c,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,1,deju,43,s,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,1,rcki,60,s,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,1,yrwa,36,s,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,1,pisi,52,c,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,1,pisi,36,c,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,2,pisi,47,c,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,2,wavi,39,c,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,2,yrwa,29,s,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,2,yrwa,41,s,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,3,deju,52,s,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,3,cafi,46,s,m,y,,1,a
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,4,wewp,43,c,u,y,,1,b
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,4,weta,56,s,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,4,graj,64,c,u,y,,1,c
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,4,pisi,66,c,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,5,yrwa,48,c,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,6,graj,44,v,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,6,cafi,46,v,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,6,wewp,39,v,,,,,
5a,sm_treat,5a2,2014,2,6/22/2014,t,,2,6,btlh,33,o,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,0651,3,1,vgsw,29,v,u,y,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,1,yrwa,26,vs,m,y,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,1,cafi,40,s,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,1,lisp,38,s,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,1,pisi,61,c,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,1,pisi,39,c,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,1,deju,32,c,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,1,cafi,37,s,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,2,deju,36,s,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,2,wewp,42,c,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,2,rcki,48,s,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,3,wewp,24,v,,y,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,3,resq,30,c,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,4,wewp,27,v,,y,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,5,amro,39,c,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,5,yrwa,36,s,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,5,cafi,41,s,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,5,resq,37,c,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,6,wewp,44,s,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,6,rcki,69,s,,,,,
5a,sm_treat,5a3,2014,2,6/22/2014,t,,3,6,pisi,52,c,,,,,
5a,sm_treat,5a,2014,2,6/22/2014,t,,,88,evgr,NA,o,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,0705,4,1,deju,14,c,,y,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,1,yrwa,19,vs,m,y,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,1,yrwa,12,c,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,1,pisi,43,c,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,1,rcki,39,s,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,1,yrwa,36,s,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,1,deju,21,c,,y,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,1,cafi,43,s,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,2,deju,47,s,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,2,graj,40,c,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,3,rcki,45,s,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,3,cafi,52,s,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,4,deju,54,s,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,5,wewp,58,c,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,5,resq,56,c,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,6,weta,61,v,m,y,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,6,weta,61,v,f,y,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,6,yrwa,48,s,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,6,pisi,46,c,,,,,
5a,sm_treat,5a4,2014,2,6/22/2014,t,,4,6,nofl,68,c,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,0721,5,1,brcr,15,s,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,1,deju,36,s,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,1,weta,36,s,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,1,wewp,48,c,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,1,yrwa,31,s,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,1,rcki,66,s,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,1,rbnu,43,c,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,1,resq,45,c,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,2,cofl,46,c,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,2,yrwa,24,c,m,y,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,2,pisi,44,c,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,3,deju,57,s,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,3,pisi,16,v,u,y,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,4,nobi,NA,NA,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,5,pisi,24,s,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,5,brcr,30,s,,,,,
5a,sm_treat,5a5,2014,2,6/22/2014,t,,5,6,yrwa,38,s,,,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,0733,6,1,yrwa,34,s,,,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,1,deju,23,c,,,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,1,rcki,52,s,,,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,1,howr,46,s,,,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,1,yrwa,29,s,,,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,1,chsp,49,s,,,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,2,chsp,34,v,,y,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,2,lisp,47,s,,,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,2,heth,110,s,,,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,3,moch,41,c,,,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,4,yrwa,44,s,,,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,4,graj,60,c,,,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,5,weta,64,d,,,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,6,moch,32,c,,y,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,6,yrwa,47,s,,,,,
5a,sm_treat,5a6,2014,2,6/22/2014,t,,6,6,resq,20,v,,y,,,
5a,sm_treat,5a7,2014,2,6/22/2014,t,0747,7,1,resq,30,c,,,,,
